id,collection,dc.contributor.advisor,dc.contributor.author,dc.contributor.committeeMember,dc.contributor.department,dc.contributor.majorProfessor,dc.date,dc.date.accessioned,dc.date.available,dc.date.copyright,dc.date.embargo,dc.date.issued,dc.date.updated,dc.description,dc.description.abstract,dc.description.comments,dc.description.embargoterms,dc.description.provenance[en],dc.format.mimetype,dc.identifier,dc.identifier.articleid,dc.identifier.contextkey,dc.identifier.doi,dc.identifier.orcid,dc.identifier.other,dc.identifier.s3bucket,dc.identifier.studentid,dc.identifier.submissionpath,dc.identifier.uri,dc.language.iso,dc.language.rfc3066,dc.publisher,dc.relation.hasversion,dc.relation.ispartofseries,dc.relation.isversionof,dc.rights,dc.rights.holder,dc.rights.uri[*],dc.rights[*],dc.source.bitstream,dc.source.uri,dc.source.uri[*],dc.subject.disciplines,dc.subject.disciplines[en_US],dc.subject.keywords,dc.subject.keywords[en_US],dc.supplemental.bitstream,dc.title,dc.type,dc.type.genre,dc.type.genre[en_US],dc.type[en_US],dspace.entity.type,relation.hasVersion,relation.isAuthorOfPublication,relation.isOrgUnitOfPublication,relation.isSeriesOfPublication,relation.isVersionOf,thesis.degree.department,thesis.degree.discipline,thesis.degree.discipline[en_US],thesis.degree.grantor[en_US],thesis.degree.level,thesis.degree.level[$],thesis.degree.name,thesis.degree.name[en_US]
eaca4e9e-6e72-4430-b4e7-7c007e289fe4,20.500.12876/5,Josy M. Reyes Ylamo,"Reyes Alamo, Jose",,Department of Computer Science::virtual::160994::600,,2018-08-11T11:43:00.000,2020-06-30T02:35:44Z,2020-06-30T02:35:44Z,Fri Jan 01 00:00:00 UTC 2010,6/5/2013,1/1/2010,,,"<p>The Service Oriented Computing (SOC) paradigm, defines services as software artifacts whose implementations are separated from their specifications. Application developers rely on services to simplify the design, reduce the development time and cost. Within the SOC paradigm, different Service Oriented Architectures (SOAs) have been developed. These different SOAs provide platform independence, programming-language independence, defined standards, and network support. Even when different SOAs follow the same SOC principles, in practice it is difficult to compose services from heterogeneous architectures. Automatic the process of composition of services from heterogeneous SOAs is not a trivial task.</p>
<p>Current composition tools usually focus on a single SOA, while others do not provide mechanisms for ensuring safety of composite services and their interactions. Given that some services might perform critical operations or manage sensitive data, defining safety for services and checking for compliance is crucial. This work proposes and workflow specification language for composite services that is SOA-independent. It also presents a framework for automatic composition of services of heterogeneous SOAs, supporting web services (WS) and OSGi services as an example. It integrates formal software analysis methods to ensure the safety of composite services and their interactions. Experiments are conducted to study the performance of the composite service generated automatically by the framework with composite services using current composition methods. We use as an example a smart home composite service for the management of medicines, deployed in a regular and in a resource-constrained network environment.</p>",,,Made available in DSpace on 2020-06-30T02:35:44Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/etd/11445/,2452,2807650,https://doi.org/10.31274/etd-180810-1124,,,isulib-bepress-aws-west,,etd/11445,https://dr.lib.iastate.edu/handle/20.500.12876/25651,en,,,,,,,,,,archive/lib.dr.iastate.edu/etd/11445/ReyesAlamo_iastate_0097E_11283.pdf|||Fri Jan 14 18:50:23 UTC 2022,,,Computer Sciences,,Formal Methods||Healthcare IT||Requirements Engineering||Service Oriented Architecture||Smart Homes||Software Engineering,,,A framework for safe composition of heterogeneous SOA services in a pervasive computing environment with resource constraints,,,dissertation,dissertation,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::160994::600,,,,,,,dissertation,,Doctor of Philosophy,
b31fca17-be51-4fef-968f-30fd6b9bbf59,20.500.12876/5,Samik Basu,"Gunasekharan, Maheedhar",,Department of Computer Science::virtual::142554::600,,2018-08-11T11:59:57.000,2020-06-30T03:02:58Z,2020-06-30T03:02:58Z,Sun Jan 01 00:00:00 UTC 2017,1/1/2001,1/1/2016,,,"<p>Over the past decades, cyber attacks have grown in frequency as well as in sophistication.</p>
<p>Often, they elude the counter-measures that are in place due to inadequate expert man-power</p>
<p>that is necessary to manually deploy the correct responses and maintain systems being compromised.</p>
<p>We present a decision support framework to aid in timely deployment and maintenance</p>
<p>of effective responses when intrusive or malicious behavior is detected.</p>
<p>The support framework has two specific objectives: to identify the best set of responses given</p>
<p>the knowledge of the attack and the system being protected; and to identify the minimal set of</p>
<p>responses that must be deployed. While appropriateness of responses is of utmost importance</p>
<p>to safeguard systems from attacks, minimality in the number of responses, an important factor</p>
<p>from the deployment and maintainability perspective, has often been discarded. Our framework</p>
<p>leverages National Vulnerability Database as a source for information about the attacks, relies</p>
<p>on the pre-specified expert knowledge about the responses that can adequately stop attack</p>
<p>and takes into considerations the impact of an attack as well as responses on the system being</p>
<p>protected in terms of well-studied CIA (Confidentiality, Integrity and Availability) vector.</p>
<p>We utilize Trade-off Enhanced Conditional Preference Network (TCP-net) to qualitatively</p>
<p>represent and reason about the CIA priorities of the expert and model the problem of identifying</p>
<p>minimal set of most effective responses into a search problem. The choice of TCP-net stems</p>
<p>from the fact that the CIA priorities are typically qualitative in nature and it has been proven</p>
<p>that quantification of priorities that are inherently qualitative can result in incorrect and often</p>
<p>unexplainable results due to seemingly small perturbations in quantitative measures. Our TCPnet</p>
<p>based computation can generate provably optimal solution where optimality corresponds</p>
<p>to minimality of selected responses. While optimality is an important factor, the necessity</p>
<p>for computing the solution efficiently cannot be overstated, particularly in the context where</p>
<p>timeliness in response deployment is equally important. We investigate and evaluate several</p>
<p>ix</p>
<p>heuristics with the goal of searching part of the potentially large solution space and compute</p>
<p>a solution that is ”close” to the optimal solution. We discuss the relative advantages and</p>
<p>disadvantages of each heuristic, and present a specific one that is efficient in computing the</p>
<p>optimal solution.</p>",,,Made available in DSpace on 2020-06-30T03:02:58Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/etd/15311/,6318,11051119,https://doi.org/10.31274/etd-180810-4939,,,isulib-bepress-aws-west,,etd/15311,https://dr.lib.iastate.edu/handle/20.500.12876/29494,en,,,,,,,,,,archive/lib.dr.iastate.edu/etd/15311/Gunasekharan_iastate_0097M_16543.pdf|||Fri Jan 14 20:39:13 UTC 2022,,,Computer Sciences,,Formal security methods||Intrusion response systems||Security and privacy,,,A Framework for Selecting the Minimal Set of Preferred Responses to Counter Detected Intrusions,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::142554::600,,,,Computer Science,,,thesis,,Master of Science,
872b0132-a4af-4885-879c-204eb6775d79,20.500.12876/5,,"White, Ralph",,Department of Computer Science::virtual::147210::600,,2018-08-15T13:04:58.000,2020-07-02T05:50:31Z,2020-07-02T05:50:31Z,Thu Jan 01 00:00:00 UTC 1976,,1976,,,,,,Made available in DSpace on 2020-07-02T05:50:31Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/rtd/5813/,6812,6219901,https://doi.org/10.31274/rtd-180813-4084,,,isulib-bepress-aws-west,,rtd/5813,https://dr.lib.iastate.edu/handle/20.500.12876/78511,en,,,,,,,,,,archive/lib.dr.iastate.edu/rtd/5813/r_7710350.pdf|||Sat Jan 15 01:01:46 UTC 2022,,,Computer Sciences,,Computer science,,,A graph model for coordinating systems of tasks,,,dissertation,dissertation,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::147210::600,,,,,,,dissertation,,Doctor of Philosophy,
9096e86e-d9ba-4df8-9d2c-c34a9c16b99e,20.500.12876/5,,"Gieseler, Charles",,Department of Computer Science::virtual::131920::600,,2020-11-09T01:09:19.000,2021-02-26T08:54:52Z,2021-02-26T08:54:52Z,Sat Jan 01 00:00:00 UTC 2005,,1/1/2005,,,"<p>This work details a machine learning tool developed to support computational, agent-based simulation research in the social sciences. Specifically, the Java Reinforcement Learning Module (JReLM) is a platform for implementing reinforcement learning algorithms for use in agent-based simulations. The module was designed for use with the Recursive Porous Agent Simulation Toolkit (Repast), an agent-based simulation platform popular in computational social science research. Background, architecture, and implementation of JReLM are discussed within. This includes explanation of pre-implemented tools and algorithms available for immediate use in Repast simulations. In addition, an account of JReLM's use in an agent-based computational economics simulation is included as an illustrative application. Directions for further development and future use in ongoing agent-based computational economics work are discussed as well.</p>",,,Made available in DSpace on 2021-02-26T08:54:52Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/rtd/20551/,21550,20114987,https://doi.org/10.31274/rtd-20201107-108,,,isulib-bepress-aws-west,,rtd/20551,https://dr.lib.iastate.edu/handle/20.500.12876/97918,en,,,,,,,,,,archive/lib.dr.iastate.edu/rtd/20551/Gieseler_ISU_2005_G54.pdf|||Fri Jan 14 22:26:00 UTC 2022,,,,,Computer science,,,A Java Reinforcement Learning Module for the Recursive Porous Agent Simulation Toolkit: facilitating study and experimentation with reinforcement learning in social science multi-agent simulations,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::131920::600,,,,Computer Science,,,thesis,,Master of Science,
35348cbf-a0f5-4f70-8b15-f1fb9d271300,20.500.12876/5,,"Elliott, Donald",,Department of Computer Science::virtual::160475::600,,2018-08-24T18:28:09.000,2020-07-02T05:44:16Z,2020-07-02T05:44:16Z,Sat Jan 01 00:00:00 UTC 1972,,1972,,,,,,Made available in DSpace on 2020-07-02T05:44:16Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/rtd/4736/,5735,6202859,https://doi.org/10.31274/rtd-180813-654,,,isulib-bepress-aws-west,,rtd/4736,https://dr.lib.iastate.edu/handle/20.500.12876/77403,en,,,,,,,,,,archive/lib.dr.iastate.edu/rtd/4736/r_7309443.pdf|||Sat Jan 15 00:25:44 UTC 2022,,,Computer Sciences,,Programming languages (Electronic computers)||Electronic digital computers--Design and construction||Simulation methods,,,A language to describe and simulate multiprocessor computer systems,,,dissertation,dissertation,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::160475::600,,,,,,,dissertation,,Doctor of Philosophy,
34f81714-d527-4090-b3cf-e4407b79e88d,20.500.12876/5,,"Lee, Kyongryun",,Department of Computer Science::virtual::100586::600,,2020-06-17T02:39:14.000,2020-06-30T08:13:31Z,2020-06-30T08:13:31Z,Sat Jan 01 00:00:00 UTC 2005,,1/1/2005,,,"<p>In this thesis, we address the problem of estimating count queries on databases quickly, without accessing the database at query time. We accomplish that by building a model of the domain from the database in a preprocessing phase, and use this to answer count queries. The model we use is the Mixture Model of Bayesian Networks (MMBN), which effectively encodes the joint probability distribution of the domain. An MMBN is a weighted model with Bayesian Networks (BNs) as components. We describe how to learn an MMBN model from a database using an instance of the modified Expectation-Maximization (EM) algorithm, called EAM algorithm, and evaluate its accuracy on real and artificial data sets. Experimental results show that MMBNs can represent a data set satisfactorily and can approximate counts with the high degree of accuracy, without accessing the database.</p>",,,Made available in DSpace on 2020-06-30T08:13:31Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/rtd/19154/,20153,18125176,https://doi.org/10.31274/rtd-20200616-47,,,isulib-bepress-aws-west,,rtd/19154,https://dr.lib.iastate.edu/handle/20.500.12876/73133,en,,,,,,,,,,archive/lib.dr.iastate.edu/rtd/19154/Lee_ISU_2005_L443.pdf|||Fri Jan 14 21:52:59 UTC 2022,,,,,Computer science,,,A Mixture Model of Bayesian Networks,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::100586::600,,,,Computer Science,,,thesis,,Master of Science,
d5c64f78-32af-4859-92f5-03779007d87f,20.500.12876/5,Shashi K. Gadia,"Tao, Jia",,Department of Computer Science::virtual::149226::600,,2018-08-24T20:06:34.000,2020-07-02T06:09:17Z,2020-07-02T06:09:17Z,Sun Jan 01 00:00:00 UTC 2006,,1/1/2006,,,"<p>A database consists of an object space that is information about objects in (some part of) the real world. Every object existing in the real world has properties, including an identity that uniquely distinguishes it from other objects. In a belief database multiple subjects are hypothesized. Subjects have varying beliefs about existence, identities, and other properties of objects. A multilevel security database is a belief database where the subjects form a hierarchy. The upper users can see the object space of lower users but the lower users cannot. In fact lower users may not even be aware of upper users. This paper presents a skeleton based model for storage and query of a multilevel security database. This model follows the parametric approach proposed by Gadia. As in all works in the parametric approach, the central focus of this framework is to support most natural query of data.</p>",,,Made available in DSpace on 2020-07-02T06:09:17Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/rtd/880/,1879,6087627,https://doi.org/10.31274/rtd-180813-11944,,,isulib-bepress-aws-west,,rtd/880,https://dr.lib.iastate.edu/handle/20.500.12876/81828,en,,,,,,,,,,archive/lib.dr.iastate.edu/rtd/880/1439912.PDF|||Sat Jan 15 02:17:23 UTC 2022,,,Computer Sciences,,Computer science,,,A model for storage and query of cascading beliefs in multilevel security database,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::149226::600,,,,,,,thesis,,Master of Science,
766491c7-d1a8-4ae0-9436-631f32d0d81a,20.500.12876/5,"Chang, Carl||Tian, Jin||Mitra, Simanta||Aduri, Pavankumar||Rajan, Hridesh","Sun, Peng",,Department of Computer Science::virtual::244681::600,,,2022-11-08T23:40:31Z,2022-11-08T23:40:31Z,,,2021-05,2022-11-08T23:40:31Z,,"Non-Functional Requirements (NFRs) have a great impact on all the downstream activities in a software's entire life-cycle. It is important to capture newly emerged NFRs for system evolution. NFRs are treated as quality goals in Goal Oriented  Requirements  Engineering. Under the concept of the goal, the interrelations among users, system agents, and scenarios are complex, so the quality factors related to users' concerns cannot be easily studied. In this study we distill human factor from the concept of goal and deliberately represent NFRs through contribution relations among human desires. By doing so, NFRs can be better exploited from humans' perspective.   We noticed that recent work in the area of requirements engineering shows that through the combinational use of  goal inference, user behavioral and system contextual data functional requirement can be elicited in the form of task-level alternative features. Our basic assumption is that there is a chance to extract new NFRs from user' mental states, specifically their desires, because the concepts of goal and desire are closely connected. A statistical model under the Situ framework is proposed to infer human desires of multiple levels of abstraction from contextual data. In our multi-layered desire inference method, we consider inference results and try to make sense of results with different levels of inference confidence. We ran a case study to show how to elicit users' new NFRs in three cases from the contributing relations among desires in different abstraction levels. To bridge desires and goals in requirements engineering and apply the elicited NFRs on the practical system evolution, we extended the i* framework to build the dependency relations between desire contributing relations and system tasks. Several implications of this work are also discussed.",,,"Made available in DSpace on 2022-11-08T23:40:31Z (GMT). No. of bitstreams: 1
Sun_iastate_0097E_19245.pdf: 3564839 bytes, checksum: 6c741bf1c2f3fb5103c0c46c384361ca (MD5)
  Previous issue date: 2021-05",PDF,,,,,,,,,,https://dr.lib.iastate.edu/handle/20.500.12876/nrQBOV0z,en,en,,,,,,,,,,,,,Computer science,,Conditional Random Fields||Desires Inference||Nonfunctional Requirement||Software Engineering,,A multi-layered desires based framework to detect evolving non-functional requirements of users,,,dissertation,dissertation,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::244681::600,,,,,Computer science,Iowa State University,,dissertation,,Doctor of Philosophy
a257d15b-868b-494b-956f-bd14a0738e99,20.500.12876/5,Akhilesh Tyagi,"Krishnamurthy, Viswanath",,Department of Computer Science::virtual::80990::600,,2018-08-11T15:03:13.000,2020-06-30T02:34:56Z,2020-06-30T02:34:56Z,Fri Jan 01 00:00:00 UTC 2010,6/5/2013,1/1/2010,,,"<p>A novel thread scheduler design for polymorphic embedded systems</p>
<p>Abstract:</p>
<p>The ever-increasing complexity of current day embedded systems necessitates that these systems be adaptable and scalable to user demands. With the growing use of consumer electronic devices, embedded computing is steadily approaching the desktop computing trend. End users expect their consumer electronic devices to operate faster than before and offer support for a wide range of applications. In order to accommodate a broad range of user applications, the challenge is to come up with an efficient design for the embedded system scheduler. Hence the primary goal of the thesis is to design a thread scheduler for a polymorphic thread computing embedded system. This is the first ever novel attempt at designing a polymorphic thread scheduler as none of the existing or conventional schedulers have accounted for thread polymorphism. To summarize the thesis work, a dynamic thread scheduler for a Multiple Application, Multithreaded polymorphic system has been implemented with User satisfaction as its objective function. The sigmoid function helps to accurately model end user perception in an embedded system as opposed to the conventional systems where the objective is to maximize/minimize the performance metric such as performance, power, energy etc. The Polymorphic thread scheduler framework which operates in a dynamic environment with N multithreaded applications has been explained and evaluated. Randomly generated Application graphs are used to test the Polymorphic scheduler framework. The benefits obtained by using User Satisfaction as the objective function and the performance enhancements obtained using the novel thread scheduler are demonstrated clearly using the result graphs. The advantages of the proposed greedy thread scheduling algorithm are demonstrated by comparison against conventional thread scheduling approaches like First Come First Serve (FCFS) and priority scheduling schemes.</p>",,,Made available in DSpace on 2020-06-30T02:34:56Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/etd/11331/,2373,2807571,https://doi.org/10.31274/etd-180810-597,,,isulib-bepress-aws-west,,etd/11331,https://dr.lib.iastate.edu/handle/20.500.12876/25537,en,,,,,,,,,,archive/lib.dr.iastate.edu/etd/11331/Krishnamurthy_iastate_0097M_11370.pdf|||Fri Jan 14 18:47:53 UTC 2022,,,Computer Sciences,,Computer Architecture||Embedded Systems||Operating Systems||Polymorphic Computing||Scheduler Design||User satisfaction,,,A Novel Thread Scheduler Design for Polymorphic Embedded Systems,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::80990::600,,,,,,,thesis,,Master of Science,
4ade0c29-4940-40c7-89d1-94103f61bf34,20.500.12876/5,Wensheng Zhang,"Fong, Michael",,Department of Computer Science::virtual::138392::600,,2018-08-11T12:31:27.000,2020-06-30T02:37:10Z,2020-06-30T02:37:10Z,Fri Jan 01 00:00:00 UTC 2010,6/5/2013,1/1/2010,,,"<p>RFID system has become a technology that many companies would like to adopt as it provides convenience to our society. Increasing competitiveness in the industry has reduced the cost of the technology, but it also raises considerable privacy concerns. Among many RFID applications that have made major impacts on various industries, the RFID-based authentication system has become a solution to resolve a number of issues, for instances, theft, compromised brand, lack of inventory control, supply chain inefficiencies, and etc. Many authentication protocols based on symmetric challenge-response scheme have been developed in order to ensure preservation of privacy. However, many of the these schemes cannot fully protect privacy in the presence of malicious readers or insider attacks.</p>
<p>In this thesis, we first investigated possible security and privacy threats that security engineers face from an RFID system. We then presented a new protocol to authenticate smart tags without exposing their private identities and activity patterns with resource-limited devices, such as RFID smart tags or wireless sensor nodes. We further analyzed the RFID system's security strength against various attacking scenarios, such as eavesdropping, collusive attack or tag-compromise situation, based on extensive experiments to validate the feasibility and security of our proposed solution.</p>",,,Made available in DSpace on 2020-06-30T02:37:10Z (GMT). No. of bitstreams: 0,application/pdf,archive/lib.dr.iastate.edu/etd/11648/,2635,2807833,https://doi.org/10.31274/etd-180810-1119,,,isulib-bepress-aws-west,,etd/11648,https://dr.lib.iastate.edu/handle/20.500.12876/25854,en,,,,,,,,,,archive/lib.dr.iastate.edu/etd/11648/Fong_iastate_0097M_11111.pdf|||Fri Jan 14 18:55:02 UTC 2022,,,Computer Sciences,,,,,A privacy-preserving authentication protocol for smart tags,,,thesis,thesis,Publication,,,f7be4eb9-d1d0-4081-859b-b15cee251456::virtual::138392::600,,,,,,,thesis,,Master of Science,
